point_id,point_name,f1_C2,f2_C1,f3_C2-C1,f4_O3,f5_O3,f6_O3,f7_H4,f8_H4,f9_H4,f10_H5,f11_H5,f12_H5,f13_H7,f14_H7,f15_H7,f16_H8,f17_H8,f18_H8,f19_H9,f20_H9,f21_H9,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
1,ETL-SAMPLE-50000000,2.0730768698874074,4.2092134265388665,0.6929702385355989,5.628363394674686,2.035143976186278,0.7160533717063763,5.774704848920895,1.4514900114238183,0.4429586511914456,4.702327196703821,1.3642399174247213,1.1035714849995502,3.0821616954162523,1.0449015151291199,-0.4102212930021872,3.658411800823898,2.0487469545239043,-0.24737541947622527,5.014625766250359,2.374441200856917,0.749154842318655,-155.031678419127,-0.5923616078,1.1803577522e-05,-0.014917180474,0.03634629540346488,0.14287622230990152,0.0031308703805854286,-0.11802770450949442,-0.02964242585494873,-0.017472513130327626,0.1747461826178108,-0.007453036053518539,0.003141163273200454,0.2301698394672544,-0.058979274417582064,-0.03646229877103977,0.005713960918634017,-0.23556450615468894,-0.038872911657380424,0.01889410414890095,-0.10196501544584582,-0.05014216570233085,-0.06246515478381231,-0.0013649413093825952,0.12865356422965088,0.032918656841449546,0.029681821629099315,0.1609954534923907
2,ETL-SAMPLE-50000001,2.19785564306577,3.958460767195857,0.7888702259785634,5.0943091576467925,1.1485072731566475,1.1405552460275679,5.8743751556437145,1.619877432287252,0.5911096521075446,4.198795240624006,1.9831312562001862,1.1155733358030449,3.436185482742534,2.1332822270526117,-0.2275332337840499,3.5573288543639054,1.1422590879473649,-0.3654452410803115,6.440312751028914,1.3198482506933529,1.2838073805935737,-155.045052042251,-0.58790662281,2.0102801433e-05,0.0090284026934,-0.004929665820776518,0.13564401728341074,0.03975165380744256,-0.125177559421395,0.0017595887909444058,-0.001208931862145833,0.15787980349868683,-0.027673060578355158,-0.022596927406245866,0.19996361534176132,-0.020089140107918207,-0.007428596287321574,0.0018714009718525987,-0.19430731877748872,-0.11348691222408538,-0.14120675118199472,0.010287752139401425,0.034326343331504444,-0.062170058888220234,-0.14149618474467754,0.03586207529735713,-0.0006701371129749919,-0.020040862537960363,0.3680572864262838
3,ETL-SAMPLE-50000002,2.0847598256516084,4.1653781015225375,0.7391070421325089,6.462797885367002,1.589683239699284,0.46495193486772385,4.893235349340791,1.8193919213698244,1.1129925294381802,4.752992880553864,1.148706803533884,0.9384415986609249,3.5441296036814554,2.128865751564012,-0.24588055756858596,3.4938983910062436,1.059251866955843,-0.2396676268780502,6.607957974521588,1.3586743071567848,0.314840949752426,-155.036180680078,-0.59086781712,1.626981874e-05,0.005868061747,-0.00852232251441691,0.13578688629357277,0.014301278310847383,-0.11279521888137917,0.008614315283390702,-0.0008686989047004309,0.17735564823127414,-0.010417180709197065,-0.00504744406034504,0.1939659264439969,-0.04187742320630142,0.004633130891209247,0.006642610212391016,-0.23256403677158582,-0.06025788847305304,-0.038587967875240325,0.039335699660452667,0.018602109131912244,-0.004106191372281922,-0.021778219843369577,-0.022241152029589185,-0.02507138806395459,0.016314966940799078,0.19260416177215994
4,ETL-SAMPLE-50000003,2.0561900247136164,4.243852694481554,0.7096377024262769,5.645747748864907,1.1371726168657088,0.8836004023250849,4.657095365188029,1.8511418780160254,1.093971904676149,5.873964515793568,1.6782767214361616,0.4507250036051583,3.563618428788105,1.1495469404085141,-0.300490059935508,3.339820444173863,2.174102451650021,-0.23846081773886596,6.801984387926526,1.0728321567121109,0.6362031187723416,-155.045415864458,-0.59161660066,1.440166194e-05,0.00073805312769,-0.018877918674164704,0.13579540094134696,0.01587097175543374,-0.11186690670489177,0.013497370858764202,0.001412835866962927,0.17963338808749404,-0.015058418249068426,-0.023783595752590314,0.20092468724685766,-0.046252127163413134,0.02102364638677957,0.006862814866007485,-0.23982023586920215,-0.04683781399788043,-0.02103419206009867,0.061710693748446566,0.045841351184717986,-0.035438609294237665,-0.010988905411445477,-0.07943822012231669,-0.010798969360140558,0.03884207923204647,0.20283210462489729
5,ETL-SAMPLE-50000004,1.97451012934665,3.756934361997345,0.8392303338144482,4.436908969946775,1.9977530710146127,1.3391736648492405,4.624455889055892,1.1773136699709896,1.0707696046731634,5.458102241574697,1.6040120379337262,0.5969564596189991,3.548104169110174,2.0591655690063964,-0.27659374611676824,3.556244971977723,1.0884281776653955,-0.2776328242881667,3.7116762039287945,1.9889149699243824,1.7866734278666958,-155.036110676665,-0.59295187876,3.2254210438e-05,-0.042117038273,-0.003288214579643383,0.1393106517990737,0.05760018700551816,-0.1313248319764611,0.007980575781379728,-0.026504182161918917,0.14043030571847862,-0.059682452506069676,0.027005486748311183,0.19317531243501215,-0.01160932873545386,0.0325645754429677,0.0766969158046966,-0.14473980006463286,-0.07842787015003047,-0.08144389830260046,-0.03089426978237046,-0.007655669771495083,-0.055112701309033174,-0.19216631049107732,-0.13347169878931536,-0.11665721014304738,-0.11283566830164839,0.3729158351137834
6,ETL-SAMPLE-50000005,1.9818522257627695,3.9701974340600663,0.7745602928104655,4.539033195838023,1.205450484787128,1.2888457564164642,4.914721516463485,1.9525626081330734,0.9628808836409859,5.760944904899509,1.4734681319279148,0.5431518239062626,3.431930901597985,1.0581157036831799,-0.25711921463795046,3.3650847798198376,2.045839537032224,-0.3436242273261464,5.406638209472712,1.4613046734440478,1.4972919824328539,-155.043720741201,-0.59065135107,1.6828858372e-05,-0.011172106478,0.00580982828177809,0.13769291004116577,0.036199934828380284,-0.11924105193582765,-0.005185035253602799,0.021315824898562905,0.15005066591176458,-0.03520165881366682,-0.014063881685957659,0.19337900754869422,-0.036547621963565334,-0.0311881146559711,-0.049866919571359525,-0.17200531274164624,-0.07241584520715202,-0.062478201399570284,0.012353443441656854,-0.0037321755429055616,-0.06644701732110302,-0.0837608650693705,0.13352135333221415,0.02180643541973997,-0.0025162053475780754,0.3609315107613082
7,ETL-SAMPLE-50000006,2.0640576124944867,4.015244171761631,0.7793839868152991,6.352793959174379,1.7817691636749002,0.5805506979125432,5.06472866747889,1.182429085433188,0.8036854281414969,4.458125897479467,1.7851060486515131,1.220608569290848,3.351139059751499,1.0035572034964821,-0.30871711492139825,3.4596832024606123,2.0636147298389873,-0.29757946495860754,7.164502939952103,1.57953023917792,0.456888787772739,-155.046293369189,-0.5917928571,1.4554794334e-05,-0.012301020592,0.004593843728815326,0.14099687634169117,0.023506524093775356,-0.11824562557185064,0.0010555534711027936,-0.013089184635732094,0.1665368750855781,-0.020339833100484928,0.021902572765035894,0.20773485580759055,-0.06531718232759504,-0.00018231479615723743,0.022566814475874383,-0.21840119011047607,-0.0741700775559864,-0.02196518072794875,-0.018728192279478677,0.001649173914125012,-0.014138515551784232,-0.0003470843946624568,-0.024462808213241514,0.009648601496926215,0.03258276112679768,0.27282893541697895
8,ETL-SAMPLE-50000007,2.1104733134009703,4.0942648001493165,0.7892893865965904,5.681079894077585,1.1159326892561703,0.9416442715801545,5.66934154487077,1.723337118773583,0.5797118898469661,4.024644889322763,1.7910332058271967,1.2542321043431546,3.480002712438803,2.0751213249720415,-0.19919580686648983,3.617557438172903,1.1394643180570063,-0.26592339140928456,7.28390923400168,1.247399236342169,0.8496746580676587,-155.032423786931,-0.58992014639,1.446945011e-05,0.011876913425,-0.003996160763174571,0.12833945649236797,0.039411999860037024,-0.12995406161553172,0.0013476287774316913,-0.0083012724917082,0.16863404842036114,-0.03244102968691978,-0.0010925580050536315,0.2081809554227217,-0.04240306111582862,0.01728914670808247,0.02067549761364083,-0.20632352031423873,-0.09411594177967292,-0.06460971934590075,-0.011503903595591303,0.04005459083805026,0.011422131617381997,-0.04769852769992382,-0.04908417131116601,0.011147295771809262,-0.008495199149598889,0.3554128964797777
9,ETL-SAMPLE-50000008,2.128160768434635,4.150802365025524,0.7326575992410727,4.833276728339322,1.3130824218636081,1.2616532216039869,5.732576855377503,1.426750508469126,0.46730878498225964,5.3072907983767,1.9400310107384573,0.8058441850878594,3.7010932733014505,2.0553621986601516,-0.25792725011373563,3.3120932906348446,1.0022247872390242,-0.29120752271464784,5.866993849828547,1.5256588437539125,1.4516510939937537,-155.037640824138,-0.58870449593,1.6468019902e-05,0.01460891688,0.025009255431155945,0.13859053279037326,0.02944668934633818,-0.11896265108360146,-0.01880496905287941,0.002043323391876951,0.1585817632557521,-0.028426442561765942,-0.00048692823589563394,0.2059502125951997,-0.06240795976415576,-0.04982698527644675,-0.01869392008539816,-0.19368092626797193,-0.08454388633015147,-0.05068142922318152,-0.04713685591940633,-0.024841351074399613,-0.016236829670143633,-0.020396852617514696,0.18643248542528826,0.0006851394410664409,-0.0036511018883704223,0.39991063560874496
10,ETL-SAMPLE-50000009,2.0081956970453625,3.9744348773853395,0.8023185433373567,6.386197900576066,1.6514570205393238,0.5593451601176233,4.704020383002695,1.2056234522301212,1.084392771003997,4.379538249296118,1.9368541028575619,1.1340448523983437,3.2856191261326813,1.078064681887771,-0.37485419061011027,3.3912370037536435,2.1200884350642863,-0.2637712526532138,7.269323452619331,1.867441048921373,0.6470302414277614,-155.048054697172,-0.59406873043,2.2804315262e-05,-0.032079007978,0.0021952218672751968,0.14424002349679324,0.01841092759269747,-0.11597698673983976,-0.001594941911636379,-0.009357874399173724,0.16513305296285286,-0.01630267353422422,-0.0031947120755049085,0.20638137749148175,-0.05406340667476955,-0.000849550174054628,0.011835325583763235,-0.2241078255583464,-0.0719397736677914,-0.0459101427679976,-0.005771971520447015,0.013605324177597439,-0.07561055262595624,-0.03297511404764553,-0.012752638347859592,0.018327021208094107,0.07094114041990635,0.26557369551488985
