point_id,point_name,f1_C1,f2_O3,f3_C1-O3,f4_C2,f5_C2,f6_C2,f7_H5,f8_H5,f9_H5,f10_H6,f11_H6,f12_H6,f13_H7,f14_H7,f15_H7,f16_H8,f17_H8,f18_H8,f19_H9,f20_H9,f21_H9,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
1,ETL-SAMPLE-50000000,2.072926219133412,3.594605305641257,0.8191823151169122,4.020771466590379,0.853948752648847,-0.33329664822906513,3.529866138079393,2.0338529145243545,-0.314270332593725,5.774704848920895,1.0836797717925732,-0.3426167721777192,4.540779618523932,0.7617927768186874,-0.9256089581995512,4.508061663014834,0.5722779316769738,0.3098625926587426,5.039805073203956,1.329131243703801,0.6550891697599626,-155.031678419127,-0.58550207433,3.4478160218e-05,-0.0011435756083,0.03125350735205744,0.14030410792577447,0.04524670368530989,-0.10322929487007432,-0.02380271302013404,-0.01425888464405033,0.13245318115115204,-0.031594595083323206,0.047411468876564715,0.16764831659074117,-0.0723585617442047,-0.04644858889923704,0.018104297889461676,-0.14692122843053368,-0.08066116169572907,-0.02173294386258013,-0.1959483149423231,0.02190783312403356,-0.041346254680927015,0.027970629212211513,0.147904692621123,0.06549591981149244,0.005625873661374053,0.2121041482512205
2,ETL-SAMPLE-50000001,2.15223321649341,3.893752094108627,0.7101768431895136,4.233678029854181,2.0523172879011007,-0.4812227156780996,3.477639451396473,1.0305363517475574,-0.2980595503962835,5.8743751556437145,1.813110282142694,-0.29722751057257724,4.685623799819596,1.8949725691696235,-0.9432975902506474,5.11193175106953,2.4504405130757765,-0.4207052536071273,4.535726369615588,1.1953077996398505,0.8836816036125091,-155.045052042251,-0.59094956629,1.6816773656e-05,-0.020487242088,-0.004175080872116668,0.1475191388307795,0.025356687589157316,-0.11209229937936949,0.006143653890786792,0.009093510522745341,0.14916718635490847,-0.022804170186808075,0.01136139065985083,0.19035275732008902,-0.06925183902100605,0.028055409338354327,-0.004783981217046086,-0.17818801720892138,-0.04129528971416001,-0.012351335204887917,0.06235482915888572,-0.023144536039442547,0.009029453628086298,0.015953077942717903,-0.09554489689652482,-0.08097309229462546,0.05377436183678805,0.12993853345561857
3,ETL-SAMPLE-50000002,2.1242735273673183,4.068276122036803,0.6494632535089534,4.421507542258944,1.9951417551782844,-0.4778225189848978,3.274135833289995,0.9411812190341086,-0.31300030071553725,4.893235349340791,1.957868448662222,-0.9558716396606937,5.097751448762045,2.3877142919622747,-0.2295443439009595,5.832264214699353,1.7374180585293968,-0.327889538659479,5.309082965968592,1.460563139335224,0.39092481054874184,-155.036180680078,-0.58739981337,2.1928364455e-05,0.021714779332,0.02324801430807668,0.13433802017218444,-0.007690270900514851,-0.1004351735727001,-0.011020427457268564,0.0016174695848830245,0.16620865845426713,0.004322317508322983,0.04132439434895164,0.18678672681304895,-0.06647273908182372,-0.018552831557228543,-0.008249805694799292,-0.18954788236684458,-0.004783994617947208,0.030296541834505065,-0.052944041528598176,-0.03951685865858655,0.008981148423397554,0.07195092253276948,0.022013479704564517,-0.03578708197782003,-0.004353603837320041,-0.01054086698162144
4,ETL-SAMPLE-50000003,2.11778453405798,3.851161479699793,0.72032684174339,4.179680012838154,0.972352940790032,-0.48265697389080703,3.569677552576918,2.0756914703268454,-0.30294313392091443,4.657095365188029,0.5201328582818793,-0.5868444173082722,5.747785070306898,1.1461322574058095,-0.25053360422315696,4.706098795929115,1.2069996703536177,-0.9336560036601268,5.324231633955434,1.7285152136083526,0.5366580259664331,-155.045415864458,-0.58833110375,2.2836678427e-05,0.0079809188861,0.01885443189972981,0.1369088846870408,0.015401839546256714,-0.10322505347163843,-0.020078981374845553,-0.02446422247371334,0.1506164467650221,-0.01589040737406951,0.02015024438862407,0.17386934483641192,-0.07407776213155083,-0.01997586998151966,0.030886609066471067,-0.17251580617478243,-0.034227589959804176,0.01817775093369669,-0.15594466618485564,0.021152194660196397,0.00283900926337079,0.04976901334879118,0.10268590756042509,0.07438780675858798,0.040419115761449534,0.10992732407967379
5,ETL-SAMPLE-50000004,2.0650479627855702,3.7847207608638778,0.751671974872712,4.147007336020078,2.156371514594972,-0.35980491009188564,3.217879994275999,1.0395478535087521,-0.41071637919635434,4.624455889055892,2.4925135143400263,0.040053826251525204,5.826431929476834,1.89178952727024,-0.2941270702129385,4.7166529049044295,2.1152913469447414,-0.9173356823854119,4.318028909930312,1.9627898666290426,0.9266847852626747,-155.036110676665,-0.59166315037,2.884508914e-05,-0.038414286305,0.008817815537843426,0.1520304815770441,0.026825447241614397,-0.10147887841353981,-0.00022159295221176658,0.004208292159802564,0.1426544548794375,-0.024261854471785454,-0.0022178608945754193,0.18588668737509945,-0.08253421553990534,-0.0030090611042158785,-0.02124322768537605,-0.1755770382882864,-0.05006047145166819,0.0019425865109058975,0.058328231882388726,-0.04654984332649667,-0.07780577380517151,0.028046408885708387,-0.03443622532543613,-0.025543461129826958,0.06572767816416043,0.15823389679975527
6,ETL-SAMPLE-50000005,2.083719394186519,3.7497763155012467,0.7582416593715275,4.213882059017344,0.9672959235464401,-0.3348492245646089,3.410478418155868,2.117418110340336,-0.3663012235155515,4.914721516463485,0.6724527935223573,0.061785294504050306,5.720363263357558,1.250878126114162,-0.28526108501243463,4.765643011808204,0.9448206570901794,-0.8716342959103288,3.65542686098966,1.568790453310058,1.2561029031625321,-155.043720741201,-0.5938621584,2.7641719727e-05,-0.044525991722,0.0018405740696155679,0.1460257418705378,0.024873486596840418,-0.11609091438384067,-0.00641285701941751,-0.006800383863584137,0.13879632116204077,-0.022371223537977394,0.006685794472999412,0.19169742055008945,-0.0985540311650394,-0.005140233791053843,0.015656706087562648,-0.1478139416169936,-0.0775973409865615,-0.0017245965222666814,-0.07268255399745775,0.02674712489579626,-0.029864210203713687,0.07233771446141943,0.049070978174925256,0.0297450494877221,0.021832344880129938,0.22434381623251207
7,ETL-SAMPLE-50000006,2.0350558170946202,3.783999638584531,0.7861682932522097,4.05971210106127,0.9607647498991929,-0.4770580324611431,3.438348935909875,2.1273330647179804,-0.21916793858614764,5.06472866747889,1.244731877261657,-0.7953100990192309,4.271979360622324,0.5327305526148159,-0.8877024445615926,5.565068160574647,0.9758009267845753,-0.12049793162234793,3.7489751192710754,1.3299327904062963,1.2042828045942424,-155.046293369189,-0.59213329438,2.992776098e-05,-0.037882272081,0.022272063423792822,0.1438355446412763,0.023649253194681013,-0.09975632542379918,-0.023479559974457484,-0.024908062028605498,0.14273998967954163,-0.020255427426768124,0.010292128977633963,0.1657371112196355,-0.09569405855438093,-0.0456076679377812,0.03453715700778171,-0.15744462701810147,-0.07060925244688411,0.010373034624425065,-0.16475463040914515,-0.018862954272634246,-0.039251833806397185,0.09292971911865601,0.16157408026782713,0.05343131430545115,0.025844579774080022,0.21022969708380615
8,ETL-SAMPLE-50000007,2.0059739810394697,3.9022365405687216,0.7439603901068595,4.0997176056571645,2.1701107071246035,-0.519897521095782,3.5282436652451663,1.120233730132655,-0.27672398706025375,5.66934154487077,1.8812636529175226,-0.46042184633680905,4.1296850676309536,2.1865943679097106,-1.117302992038811,4.838081661695012,2.5357506767428557,-0.19265539835834566,3.819546010299676,1.4215001081569154,1.2174213489783534,-155.032423786931,-0.59279793827,3.4382567947e-05,-0.032399807624,-0.028570324167898196,0.13840734056212473,0.010050064808385627,-0.1150856428835021,0.02501925138130528,0.03322298312678732,0.14339282304984907,-0.009656010932540158,-0.015665200311917173,0.1908991892779916,-0.07738803398004653,0.039520807698253245,-0.047612343761026285,-0.14350420966709587,-0.04120334304060349,0.0009329723559185013,0.15823809033992725,-0.06135374880425598,-0.008242567779951526,0.07612030559752125,-0.13334012921456834,-0.08145423893363586,0.039927087475399255,0.1126931188502594
9,ETL-SAMPLE-50000008,2.1548119041889584,4.12737346373505,0.6095197916645596,3.9791282675228548,2.2139885475619785,-0.5281595871920302,3.348058376985548,0.9979547865015637,-0.3388952667393895,5.732576855377503,2.1372799142175056,-0.23431174280288414,4.646485480774365,1.9397142535184826,-0.9924221327899817,4.232141686084432,2.708924810020374,-0.5780463251863103,5.481393737102257,1.3223818612672764,0.5390936970388313,-155.037640824138,-0.58790033875,3.0079658167e-05,-0.0081779408921,-0.02180117058861075,0.15041654127094597,-0.020657289328475582,-0.07091805530483342,0.02129729011440094,0.02336088616855772,0.15460973144956372,0.0055445323058621,-0.033069257392450334,0.1436281489993439,-0.1039894958925142,0.031091839333449046,-0.02894865325571297,-0.1863462602712826,0.02218129036063931,0.07543502543790373,0.20986671303274504,-0.059137160006664594,0.013690538966120819,0.13253787497409172,-0.143002381321409,-0.07614135064879118,0.03479727829811216,-0.029572455881877003
10,ETL-SAMPLE-50000009,2.0923906981940132,4.029563453022856,0.676642464610179,4.232184272688126,1.0795931993577752,-0.5196320996053524,3.2684800224282315,2.1680959518884255,-0.2958472289810084,4.704020383002695,1.2545587173804185,-0.9613236144297611,4.986947327155699,0.6736945065809978,-0.49102416301732305,5.827918272043272,1.2650870127706924,-0.30797800776541717,5.173959864193635,1.8693294243753527,0.5980058920456351,-155.048054697172,-0.58984089288,2.2909681092e-05,-0.0033055813003,-0.0070731934022586485,0.14493713477467698,0.003562151526772408,-0.09666960449353304,-0.0003795384161757477,-0.011021476473173763,0.15265027917610738,-0.007956431125004569,-0.022157447790534128,0.18003596932629878,-0.0796642867087392,-0.0060201791790224024,0.01563530582422159,-0.1773904685640966,-0.011601766918635315,0.04094635631405376,-0.026176948019684166,0.027682270285713254,0.0030490760775845373,0.07142535587977629,0.0531389132292479,0.060691195351343555,0.03550626426526294,0.0502159655708604
