point_id,point_name,f1_C2,f2_C1,f3_C2-C1,f4_O3,f5_O3,f6_O3,f7_H4,f8_H4,f9_H4,f10_H5,f11_H5,f12_H5,f13_H6,f14_H6,f15_H6,f16_H7,f17_H7,f18_H7,f19_H9,f20_H9,f21_H9,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
1,ETL-SAMPLE-50000000,2.1501311770598788,3.8704341916710656,0.8475755763827748,4.23322738398625,1.2506272470945783,1.436832512551748,4.508061663014834,2.0063865663913782,1.0477709430040245,5.676318720781774,1.4470112266207642,0.6671698687081676,3.658411800823898,1.147268934383603,-0.2981433677547472,3.3168040654190682,2.05747895692567,-0.3212067411051518,3.754652798332488,0.8017020036842525,1.5842677725135934,-155.031678419127,-0.58546090004,2.023786662e-05,0.010499353377,-0.011158127244780835,0.13502411870843006,0.06760272840304585,-0.12709034486907134,-0.0029368304768049797,0.04876617315684498,0.13376155040707283,-0.06617522781953107,-0.02546223702086447,0.18135727113261974,0.00842307514311426,-0.0142858872218064,-0.09917309957289784,-0.12492625704445612,-0.09799561020959338,-0.0977247237474212,-0.00798304299868914,0.11261833376073305,-0.0013153037792384638,-0.26118443184680157,0.05435730694076606,0.10526382448786982,-0.17588549319774893,0.4326738379320178
2,ETL-SAMPLE-50000001,2.0497241913601614,4.238043094536516,0.6411444320316673,5.521480073985174,1.9655124748358006,0.933960880187702,5.11193175106953,1.2207978250162876,0.8887682591255643,5.746929010926855,1.5734119744899464,0.340990344840772,3.5573288543639054,2.0871613282911374,-0.3231351236357526,3.353729970829328,1.0479775413655885,-0.3326202665136798,7.250396542504652,1.8899703470084745,0.868795223060403,-155.045052042251,-0.59242817346,1.7596797303e-05,-0.0028316832774,0.003438661401936466,0.13694371581121875,0.0022089632158059248,-0.11023707697459048,-0.0037014988249509852,-0.0022676049045792907,0.18097527585482107,-0.004335589895001004,0.001665937351795689,0.1956843839720675,-0.04909355951701157,0.000741330895860702,-0.0029878232689866087,-0.23529588037506027,-0.024082539080515265,-0.03572313706377595,-0.00831218422652402,-0.004872216764382449,-0.028879929528317392,0.00478732271568904,0.0010230237876516454,0.022581157319177845,0.003035088805469883,0.10198048083445824
3,ETL-SAMPLE-50000002,2.0527066787947352,3.923542292864281,0.8403538256352201,4.9392537256009,1.1099937012862664,1.2002147917738737,5.832264214699353,1.6668475409527925,0.6701367172573414,4.245896296145002,1.9669870871016095,1.189155243268051,3.4938983910062436,2.068404278603403,-0.29092828628761896,3.587416163696335,1.024087511878521,-0.1983793407991259,4.201168887490889,1.089925484135145,1.6059461614284414,-155.036180680078,-0.59274823632,2.608065382e-05,-0.019583182456,-0.006809685371642432,0.1397402686914932,0.04022433632314471,-0.1244174344267399,0.006941591495551882,0.010614274551510443,0.1492083791946895,-0.03665036758801578,-0.004979872777267224,0.19684268217838918,-0.008227057696838003,-0.016452091462858417,-0.037037171839577325,-0.1712970104669888,-0.09816783711314703,-0.10140299244680079,0.03727581404980265,-0.006803445528464811,-0.08988451535346426,-0.19584286751854987,0.06557701711215365,0.04920090863383076,-0.046021950514647934,0.3801835916123184
4,ETL-SAMPLE-50000003,2.095804690425165,3.943390657126472,0.8471886915833587,6.308213045181163,1.6569099090804271,0.6194471422910655,4.706098795929115,1.1485667054147062,1.0424954675056985,4.2986571991654134,1.9402011589813688,1.2210555925506044,3.339820444173863,1.0229746466874303,-0.32659642766215463,3.3945054297757618,2.1330575242801793,-0.21442662663205683,6.9753742372581025,1.9149549163913528,0.6249939284324963,-155.045415864458,-0.59265264248,2.0327735077e-05,-0.0230547653,0.004546053149654186,0.14843997207840087,0.031488626743282594,-0.11763234734476913,-0.003191253070508022,-0.013884685355076157,0.15892944012342117,-0.024347888110831092,0.007853710828776844,0.21251391781697196,-0.05354176809383487,0.002500059889414192,0.0236718271126138,-0.22115801344984456,-0.10434785676682848,-0.0541576390137302,-0.029420118458893953,0.017901307505615444,-0.08053706407469981,-0.06639169618489667,-0.023929785844832692,0.01639845130573273,0.0501891501300699,0.36803260432747464
5,ETL-SAMPLE-50000004,2.140257032013056,4.047352959464436,0.7343451192050542,6.290105554551323,1.6264647271071984,0.44867251155361826,4.7166529049044295,1.906611737375993,1.0411976866590724,4.581753673610334,1.2010208297169176,1.011665816343634,3.556244971977723,2.0276554053037628,-0.22107310282682327,3.314433429184268,0.9474193157324359,-0.30662559345633195,6.44362859316082,1.8481004736774083,0.2714986617238749,-155.036110676665,-0.59078949511,1.8373813445e-05,-0.0046724082745,0.02774037016189161,0.14066357737438082,0.017143069997104864,-0.11386434995640268,-0.017167664327455652,-0.013565823645034978,0.1748001641236754,-0.010841388759355013,0.037190980501772865,0.20038600866369807,-0.04994600606111459,-0.028224881048476296,0.009021873442716597,-0.23401600820226828,-0.07512009813122392,-0.059651998754299225,-0.10399367644777821,-0.017342091048855982,-0.010553864094472419,-0.03031603348320365,0.06791707728600242,0.051893025271878196,0.012469458420122067,0.21561848459831845
6,ETL-SAMPLE-50000005,2.0208031696510047,4.085951366659198,0.7272503321585223,6.203413320929344,1.463992611338004,0.42503936961499295,4.765643011808204,1.256134577004385,1.0547082012207796,4.954883379378799,1.9626253096891944,0.9360875556769633,3.3650847798198376,1.0944600817172114,-0.31818175648543023,3.232893895041738,2.1866824979519106,-0.2646904386910761,7.138431703719853,1.2605787822923784,0.5483379149646027,-155.043720741201,-0.59543307582,1.327647025e-05,-0.036442222619,-0.010848488638400029,0.14633324300789835,0.007990503500838728,-0.10859056031786668,0.001996774829398191,0.008017588855791532,0.17866768695599478,-0.008601077979545227,-0.03283991973536137,0.20763784025225113,-0.06227140497914791,0.008068664077749636,-0.00635314914403231,-0.2484846446161768,-0.050776801225167464,-0.012159266552335398,0.0428892189433686,0.012579895015526062,-0.057018335772509074,0.005228933915151623,-0.0004408488638496105,-0.022984168755452557,0.059594095204027794,0.19095126191533568
7,ETL-SAMPLE-50000006,2.049462086058417,4.060721408318242,0.7570753909537078,4.877525837345376,1.7843318417182863,1.3218270645034893,5.565068160574647,1.795145986344962,0.5728376629409188,5.2291612530056435,1.1981440639424157,0.822769420694038,3.4596832024606123,1.0676901283735525,-0.28877672832945056,3.4446952102063753,2.0807580291847887,-0.32153031900461004,5.59222169303325,2.090428777993915,1.2420301788794628,-155.046293369189,-0.58865321143,2.3362245697e-05,0.013634981228,-0.004895518877813337,0.13687668263064257,0.03167775537800396,-0.12285407160049529,0.0022786332192276724,-0.008892867602621838,0.15383756031273949,-0.030386699663361057,0.015851069100566006,0.2164295390274563,-0.06091345493111352,0.03516642291675259,0.022796036704233833,-0.17883532099570584,-0.07686406241507857,-0.026810411724916074,-0.03428777488191114,0.018177580223135162,-0.05147917621945173,-0.01894631834224737,-0.12301393278875451,0.0034259557291161525,-0.02489803080419041,0.3630754538829178
8,ETL-SAMPLE-50000007,2.0389713381688046,4.072133672057898,0.7894135584298211,5.088640538610252,1.919895235426621,1.258070292045907,4.838081661695012,1.1759699166869906,0.9389234291025382,5.535106728181202,1.72376360548155,0.5250285388579681,3.617557438172903,2.020879665838668,-0.2733031471435155,3.209941911257253,0.9594330047215885,-0.20130736308674424,6.259739686931418,1.6788517646772416,1.3693116742050198,-155.032423786931,-0.58984705598,2.5067828053e-05,0.0012981376672,0.012698953355181446,0.14210920939261015,0.03475525056334276,-0.10823660893489477,-0.004859372428850323,-0.01606527351487217,0.16200593814777797,-0.030978138122557317,0.04655732510210359,0.19308123941504624,-0.04449917894699247,0.011793573528917791,0.02471621226935824,-0.21742249184137674,-0.08253814369225546,-0.043840181678040976,-0.07815279173232062,-0.0076202448616477635,-0.053248838225088455,-0.053491162890004926,-0.08012801652980316,0.022834546873621648,0.04221583240833041,0.37724584927948707
9,ETL-SAMPLE-50000008,2.029720357963835,4.018610226607195,0.7758806892088554,5.428537716229991,2.0359224581071325,0.9314850254874356,4.232141686084432,1.2204166371697749,1.1766056831879896,5.77616531908521,1.427693564811135,0.5828585967064946,3.3120932906348446,2.161430751138597,-0.33116583904875135,3.5420532790254415,1.025122765865033,-0.2471586998463243,7.074522833728683,2.022180911395171,0.7903153275225547,-155.037640824138,-0.59183613477,2.1316766842e-05,-0.017234006937,-0.01270907783848172,0.14208169329134432,0.023337390451199563,-0.11596012355565562,0.008149269989634526,0.017363045355551932,0.16031346610699074,-0.021143899576910288,-0.020677127703079327,0.20838875278321484,-0.05385196455860633,-0.00043079952819489146,-0.026891897324411645,-0.2098622029196391,-0.06796032171593852,-0.015176818093612965,0.06953009443391985,-0.02294204538037829,-0.09262337764506633,-0.029457973455814596,0.013215740161234786,-0.02561302291164652,0.05060130914563682,0.2704348943645801
10,ETL-SAMPLE-50000009,2.078039328925598,4.022348443826477,0.7902440468278417,5.042320708013457,1.9534159523959793,1.2245995109465677,5.827918272043272,1.5639757066639681,0.5715249704481021,4.588933490513471,1.1649136333076402,1.0239972909895636,3.3912370037536435,1.0420501396070523,-0.2517652396869139,3.34020615546774,2.0558966701200845,-0.3661975534046433,5.6712610367820595,1.760050617687011,1.4893539878490218,-155.048054697172,-0.59214475664,1.6926476184e-05,-0.0099777160885,-0.009380228802136313,0.14271595747695193,0.028696707017055303,-0.1170970808918648,0.008010282310825886,-0.002806403282069892,0.15801288744992084,-0.024638466360432907,0.017519764759109505,0.19945650412303653,-0.03845204500452309,0.0336855598061133,0.015724835845192395,-0.2039529313895531,-0.08898406827213555,-0.0925700173537923,0.008952045695402951,-0.0037428777793716886,-0.07525592273555812,-0.09219620350359448,-0.1279254059403924,-0.01632254785292412,0.029824798555069948,0.362718673502871
